"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1916463349094822318","Sun Apr 27 12:04:03 +0000 2025","0","Emang bener sih Ferry Irwandi ninggalin twitter he he..","1916463349094822318","","","in","Central Java, Indonesia","0","0","0","https://x.com/arifr/status/1916463349094822318","14610073","arifr"
"1916439214792560719","Sun Apr 27 10:28:09 +0000 2025","0","Keknya bener kata ferry irwandi harus stop twitter","1916439214792560719","","","in","","0","1","0","https://x.com/makanteratur/status/1916439214792560719","71701724","makanteratur"
"1916315004707766410","Sun Apr 27 09:32:23 +0000 2025","0","@MSMujab22 Njirrr sebel bet niru ferry irwandi.","1916425180324462836","","MSMujab22","in","Perbatasan","0","0","0","https://x.com/inipunyapanda/status/1916425180324462836","1270915669102456833","inipunyapanda"
"1916390343467237785","Sun Apr 27 07:13:57 +0000 2025","0","Seperti kata bang Ferry Irwandi gw gak peduli kalo ada orang yg bilang gw banyak bacot atau bacot doang :) kebenaran harus tetap disuarakan https://t.co/WZBSDvZVsr","1916390343467237785","https://pbs.twimg.com/media/Gphi3FDbYAAADaF.jpg","","in","","0","0","0","https://x.com/AndresShnd/status/1916390343467237785","1898458994496487424","AndresShnd"
"1916301269280698743","Sun Apr 27 05:33:42 +0000 2025","0","@txtdrimedia Cerdas dan kreatif bayangin konten²nya aja sampe di ikutin Ferry Irwandi secara konsep artinya Ferry pun approved ","1916365115185656055","","txtdrimedia","in","","0","0","0","https://x.com/Artmaannn/status/1916365115185656055","1322523453807681537","Artmaannn"
"1916151917270733138","Sun Apr 27 05:27:14 +0000 2025","4","@tekarok007 Cuma orang tolol atau buzzer bayaran yg memuji konten youtube gibran. Coba lihat Ferry Irwandi ngelecehin konten gibran.. haha.. jika dibandingkan seekor monyet pun akan tahu gibran itu sangat dongo.. haha","1916363489263657274","","tekarok007","in","","0","2","0","https://x.com/YasirHasby56306/status/1916363489263657274","1652355916233318406","YasirHasby56306"
"1916293901801189498","Sun Apr 27 04:52:21 +0000 2025","1","@AraituLaki Semenjak analisanya dan kontenya di patahkan Ferry Irwandi..sidah tdk begitu percaya saya dgn apa2 yg saat ini bosman narasikan.","1916354709671317579","","AraituLaki","in","","0","0","0","https://x.com/DidikPrast94037/status/1916354709671317579","1824529726612070400","DidikPrast94037"
"1916296236388303201","Sun Apr 27 01:00:00 +0000 2025","0","Selamat pagi Pagaria! ️️ Ferry Irwandi bilang Hidup itu sekumpulan masalah yang diselingi kebahagiaan. Nikmatilah kebahagiaan itu sebaik-baiknya! #PemudaGatraAryaguna #PagarRaya #QuotesOfTheDay #Motivational #BeHappy #FerryIrwandi #positivity","1916296236388303201","","","in","","0","0","0","https://x.com/PagarRaya/status/1916296236388303201","1534532644301844481","PagarRaya"
"1916068546053890121","Sat Apr 26 17:27:01 +0000 2025","1","@tanyakanrl Udah bener lu nontonin ferry irwandi / malaka project malah visit ke chanel doi kek gak tau aja lu ngapain cokk! Sayangi waktu mu heiii ","1916182238234087784","","tanyakanrl","in","Bandung, Jawa Barat","0","0","0","https://x.com/asrielacule/status/1916182238234087784","1500629461","asrielacule"
"1916068546053890121","Sat Apr 26 15:30:04 +0000 2025","0","@tanyakanrl jaaaa copas ferry irwandi","1916152810166751711","","tanyakanrl","in","1/4 heaven, 3/4 hell","0","0","0","https://x.com/ikuzomina_/status/1916152810166751711","1100969762396364800","ikuzomina_"
"1916057849182273702","Sat Apr 26 14:49:52 +0000 2025","0","@txtfromIR Bg Ferry Irwandi? https://t.co/61OvXTyV6u","1916142690095534451","https://pbs.twimg.com/media/GpeBniIbsAANGOv.jpg","txtfromIR","in","Bali, Nigeria","0","0","0","https://x.com/sbmntrx/status/1916142690095534451","79462154","sbmntrx"
"1916068546053890121","Sat Apr 26 14:33:44 +0000 2025","0","@gyazuka @tanyakanrl @grok yang bonus demografi juga bisa tuh harusnya di takedown plagiat video ferry irwandi","1916138630588076438","","gyazuka","in","Cleveland, OH","0","0","0","https://x.com/theycallmee_G/status/1916138630588076438","585784047","theycallmee_G"
"1916110048624837033","Sat Apr 26 12:53:19 +0000 2025","10277","@convomf Dari konsep dan pembahasan serta gaya bicaranya gua suka. Penyampaiannya itu simple santai dan gampang dicerna. Nada kritis tapi sopan gestur tubuh natural fokus ke isi pesan. Btw gua lagi ngomongin bang ferry irwandi ","1916113358996312199","","convomf","in","He/him","9","27","333","https://x.com/kyrell_iu/status/1916113358996312199","1762089324982816768","kyrell_iu"
"1915991575538372625","Sat Apr 26 12:15:06 +0000 2025","2","@tekarok007 bagusan kontennya ferry irwandi lebih menguasai materi","1916103742598046052","","tekarok007","in","Indonesia","0","0","0","https://x.com/emilholic/status/1916103742598046052","473644456","emilholic"
"1915991575538372625","Sat Apr 26 10:24:32 +0000 2025","1","@tekarok007 Trendsetter apaan njir Ferry Irwandi dan Raymond Chin udah dari dulu bikin konten seperti itu kocak. Udah dari sebelum samsul jd wapres bahkan Raymond dan Ferry bicara apa yg ada di kepala bukan apa yang ditulis di teleprompter kayak samsul.","1916075919439286619","","tekarok007","in","DKI Jakarta, Indonesia","0","1","0","https://x.com/reyvanGali/status/1916075919439286619","1783386052411232256","reyvanGali"
"1915890695686262984","Sat Apr 26 09:22:44 +0000 2025","0","@TepeJumpers ferry irwandi dan Eno bening","1916060364959322169","","TepeJumpers","in","North West, England","0","0","0","https://x.com/lilodotlipovka/status/1916060364959322169","1357275326062026753","lilodotlipovka"
"1915825899569860617","Sat Apr 26 05:32:53 +0000 2025","0","@OscarDarmawan Itu ferry irwandi ? https://t.co/MoztHqCSuY","1916002520486547745","https://pbs.twimg.com/media/GpcCIzbbEAE8B1O.jpg","OscarDarmawan","in","Indonesia","0","0","0","https://x.com/MonikaTheres/status/1916002520486547745","767145656","MonikaTheres"
"1915991575538372625","Sat Apr 26 04:49:23 +0000 2025","236","Ditunggui pengekor Gibran si Ferry Irwandi Abah dkk. bikin konten yang sama selalu pingin numpang tenar ke Gibran. Emang Gibran itu trendsetter tapi yang palsu peniru plagiat tetep tidak bisa kalahin Gibran. https://t.co/GEMBEPIblg","1915991575538372625","https://pbs.twimg.com/media/Gpb4Lv8bYAAOTkd.jpg","","in","","8","203","38","https://x.com/tekarok007/status/1915991575538372625","1184695438365974528","tekarok007"
"1915956736768544941","Sat Apr 26 02:41:18 +0000 2025","0","@postraumatized sebenarnya gampang tapi itu bisa dikerjain kalo kamu report terus dan atau di perintah oleh pemerintah. karena Ferry Irwandi udah jelasin","1915959340865098053","","postraumatized","in","","0","0","0","https://x.com/tutuyoyo7/status/1915959340865098053","1245019652029214723","tutuyoyo7"
"1915951413467005273","Sat Apr 26 02:09:48 +0000 2025","0","(tantrum). jadi keinget kata Ferry Irwandi keren sih. dia bilang kalo konten gua tentang ilmu terus no flexing apapun. konten gua ga akan bisa masuk ke golongan bawah yg mayoritas suka konten flexing . dan ya.. dia pake strategi flexing mobil mewah + konten ilmu cerdik.","1915951415534751939","","budaqkorporat","in","","0","0","0","https://x.com/budaqkorporat/status/1915951415534751939","1158900840947576832","budaqkorporat"
"1915910639165538783","Fri Apr 25 23:27:46 +0000 2025","0","Keputusan yang nggak pernah saya sesali dalam hidup: menghapus akun Facebook. Makanya saya paham pas Bang Ferry Irwandi memutuskan menghapus Twitter. Ya mungkin rasanya selega saat saya menghapus akun efbih meski alasannya berbeda.","1915910639165538783","","","in","Baca gratis 👉","0","1","0","https://x.com/EeelRui/status/1915910639165538783","1049927905424207872","EeelRui"
