conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str
1944894933569040756,Mon Jul 14 23:01:01 +0000 2025,0,Sidrap Para Ayah Antar Anak di Hari Pertama https://t.co/5soF2yz6IM Imbauan tersebut merujuk pada surat dari Kementerian Pendidikan dan Kebudayaan serta BKKBN yang mendorong keterlibatan aktif ayah dalam kegiatan bertajuk Hari Pertama Sekolah Bersama Ayah yang sebelumnya t ,1944894933569040756,,,in,0,0,0,https://x.com/x/status/1944894933569040756,2810878578
1944850035826376948,Mon Jul 14 20:02:36 +0000 2025,0,Antar Anak ke Sekolah Ayah Siswa: Rencana Mau Nunggu tapi Anak tak Mau https://t.co/4WL0o9kSoJ,1944850035826376948,,,in,0,0,0,https://x.com/x/status/1944850035826376948,262026799
1944793048464158950,Mon Jul 14 16:16:09 +0000 2025,0,Pemerintah Keluarkan Aturan Ayah Antar Anak Hari Pertama Sekolah Ternyata Ini Manfaatnya https://t.co/CHJM5A0VAX,1944793048464158950,,,in,0,0,0,https://x.com/x/status/1944793048464158950,864334585860980737
1944735183250534499,Mon Jul 14 12:26:13 +0000 2025,0,Hari ini hari pertama masuk sekolah ya? Jadi inget dari SD-SMA selalu bareng bapak tiap hari pertama sekolah bukan karena ada gerakan ayah antar anak sekolah dihari pertama tapi karena emang sekalian blio berangkat kerja wkwkwk cuma ada 1 moment memorable yang ngga bisa dilupain,1944735183250534499,,,in,0,1,0,https://x.com/x/status/1944735183250534499,1001905518129000451
1944729486848819700,Mon Jul 14 12:03:35 +0000 2025,0,Di negara nomor 3 fatherless country di dunia pemerintah sampe turun tangan ngedorong bapak2 nganter anaknya sekolah... gokil sih... https://t.co/AtPCGhlhI7,1944729486848819700,,,in,0,1,0,https://x.com/x/status/1944729486848819700,56016580
1944724196489314552,Mon Jul 14 11:42:34 +0000 2025,0,Dukung Gerakan Ayah Teladan Mas Dhito Bupati Kediri Antar Anak ke Sekolah Hari Pertama https://t.co/IsGRNzLOhW,1944724196489314552,,,in,0,1,0,https://x.com/x/status/1944724196489314552,2668958280
1944720424492773544,Mon Jul 14 11:27:35 +0000 2025,0,Mendukbangga Bikin Gerakan Ayah Antar Anak ke Sekolah Kementerian Kependudukan dan Pembangunan Keluarga (Kemendukbangga)/BKKBN resmi meluncurkan Gerakan Ayah Teladan Indonesia (GATI). https://t.co/ugBEfZQw9y https://t.co/LEIDB51p0L,1944720424492773544,https://pbs.twimg.com/media/Gv0I64_WgAE6h2O.jpg,,in,0,1,0,https://x.com/x/status/1944720424492773544,155169715
1944716044989550608,Mon Jul 14 11:10:10 +0000 2025,136,Ini bagus Momen ayah antar anak di hari pertama masuk sekolah... https://t.co/cpuNI6KrMV,1944716044989550608,https://pbs.twimg.com/ext_tw_video_thumb/1944715985585369088/pu/img/0WyLN_mIA-l_DHTN.jpg,,in,0,5,23,https://x.com/x/status/1944716044989550608,1334853481019056128
1944714849461907796,Mon Jul 14 11:05:25 +0000 2025,0,Ayah Teladan: Bupati Merangin Syukur Antar Anak Hari Pertama Sekolah https://t.co/lfpWrGUDrV,1944714849461907796,,,in,0,0,0,https://x.com/x/status/1944714849461907796,1468231344115363858
1944713696187707418,Mon Jul 14 11:00:50 +0000 2025,0,Pegawai DiskominfoSP Beltim ikut dukung Gerakan Ayah Teladan Indonesia. Hari ini mereka antar anak di Hari Pertama Sekolah Bersama Ayah sesuai himbauan Bupati Kamarudin Muten. Momen hangat untuk keluarga yang lebih harmonis. #GATI #HariPertamaSekolah https://t.co/bBwlS1jbY9,1944713696187707418,https://pbs.twimg.com/ext_tw_video_thumb/1944713598821089280/pu/img/FbzpXjfUnqxSP_lU.jpg,,in,0,1,0,https://x.com/x/status/1944713696187707418,834640917357228033
1944708672787292544,Mon Jul 14 10:40:53 +0000 2025,10, Aturan Ayah Antar Anak ke Sekolah Anak yatim dan anak yg ayahnya menghilang: ,1944708672787292544,,,in,0,2,2,https://x.com/x/status/1944708672787292544,1404271996561629186
1944705869238710285,Mon Jul 14 10:29:44 +0000 2025,1,Btw gue salah fokus dengan singkatan Menterinya: Mendukbangga ternyata itu Menteri Kependudukan dan Pembangunan Keluarga/BKKBN Btw ini bagus ya pemerintah mulai memahami soal fenomena Fatherless dan sampai bikin SE buat Ayah untuk antar anak di hari pertama sekolah. https://t.co/CRxb0SUnuR,1944705869238710285,https://pbs.twimg.com/media/Gvz6fq2bYAAEPUs.png,,in,0,1,0,https://x.com/x/status/1944705869238710285,76652780
1944691242383950088,Mon Jul 14 09:31:37 +0000 2025,0,Kehadiran ayah di hari pertama sekolah anak punya banyak manfaat untuk si kecil serta tingkatkan pengasuhan yang lebih kolaboratif. #momsupdate #moms #update #text https://t.co/zVShTbn3q8,1944691242383950088,,,in,0,2,0,https://x.com/x/status/1944691242383950088,929046798315896837
1944688322296627257,Mon Jul 14 09:20:01 +0000 2025,4,Kementerian Kependudukan dan Pembangunan Keluarga/BKKBN buat program Gerakan Ayah Mengantar Anak di Hari Pertama Sekolah . Lantas seberapa penting gerakan antar anak ke sekolah bagi para ayah? Gimana menurut kamu? &gt;&gt; https://t.co/I5HwQ0vXOP https://t.co/jjkjEwrK0s,1944688322296627257,https://pbs.twimg.com/amplify_video_thumb/1944665667015475200/img/mvkApFUIivjX3Xgi.jpg,,in,1,3,1,https://x.com/x/status/1944688322296627257,69183155
1944684299753787623,Mon Jul 14 09:04:02 +0000 2025,0,Video: Seberapa Penting Gerakan Antar Anak ke Sekolah Bagi Para Ayah? https://t.co/Wms0ZMYzsL,1944684299753787623,,,in,0,0,0,https://x.com/x/status/1944684299753787623,1668188086067683331
1944661019953090621,Mon Jul 14 07:31:31 +0000 2025,0,Menteri Wihaji Terbitkan SE No. 7/2025 Ajak Ayah Antar Anak di Hari Pertama Sekolah https://t.co/L6dVV2ESlx,1944661019953090621,,,in,0,0,0,https://x.com/x/status/1944661019953090621,1826679920686444544
1944660381882044677,Mon Jul 14 07:28:59 +0000 2025,0,Terbit SE Mendukbangga No.7/2025 Menteri Wihaji Ajak Para Ayah Antar Anak di Hari Pertama Sekolah https://t.co/n8RiGgyDat,1944660381882044677,,,in,0,0,0,https://x.com/x/status/1944660381882044677,1804710996168376320
1944655602615189614,Mon Jul 14 07:10:00 +0000 2025,2,Mendukbangga Ajak Para Ayah Antar Anak di Hari Pertama Sekolah https://t.co/9KHH5fPXzc,1944655602615189614,,,in,1,0,1,https://x.com/x/status/1944655602615189614,4187275698
1944652163038486959,Mon Jul 14 06:56:20 +0000 2025,1,Resmi! Pemerintah Terbitkan Aturan Ayah Antar Anak ke Sekolah Mulai Hari Ini 14 Juli #Resmi #Pemerintah #Terbitkan #Aturan #Ayah #Antar #Anak #Sekolah #Berita #News #Info https://t.co/1ZVUkTJO6E,1944652163038486959,,,in,0,0,1,https://x.com/x/status/1944652163038486959,1412699218121166852
1944651716441616567,Mon Jul 14 06:54:33 +0000 2025,0,Kemendukbangga/BKKBN telah menerbitkan 'Gerakan Ayah Mengantar Anak di Hari Pertama Sekolah' untuk mendorong pengasuhan anak yang lebih efektif mulai 14 Juli 2025. https://t.co/hFiFvw4pjN.,1944651716441616567,,,in,0,0,0,https://x.com/x/status/1944651716441616567,106247388
1944637151007932423,Mon Jul 14 05:56:41 +0000 2025,16,Pemerintah Terbitkan SE Ayah Antar Anak di Hari Pertama Sekolah ASN Wajib Ikut! https://t.co/hZDdCwu12Y,1944637151007932423,,,in,4,8,3,https://x.com/x/status/1944637151007932423,41730943
1944635479879500058,Mon Jul 14 05:50:02 +0000 2025,0,Menteri Wihaji Ajak Ayah Antar Anak di Hari Pertama Sekolah ASN Diizinkan Masuk Siang https://t.co/OR2XbqdNJ9,1944635479879500058,,,in,0,0,0,https://x.com/x/status/1944635479879500058,1640521920214110209
1944634118861447284,Mon Jul 14 05:45:13 +0000 2025,0,Today Senin 14 Juli 2025 jadi hari pertama masuk sekolah tahun ajaran baru 2025/2026. Banyak ayah yang diimbau BKKBN untuk antar anak di hari pertama sekolah. Tapi ASN telat tetap kena potong tukin? #BKKBN #PendidikanIndonesia,1944634266677125228,,alineadotid,in,0,1,0,https://x.com/x/status/1944634266677125228,354168059
1944634118861447284,Mon Jul 14 05:44:38 +0000 2025,0,Saat @kemendukbangga_bkkbn ajak ayah antar anak di hari pertama sekolah Wakil Gubernur @si.rano malah ingatkan tukin ASN yang telat bakal dipotong #ASN #RanoKarno #HariPertamaSekolah https://t.co/77Ug9FvlG1,1944634118861447284,https://pbs.twimg.com/media/Gvy6abQXcAMqR3Y.jpg,,in,0,1,0,https://x.com/x/status/1944634118861447284,354168059
1944633258425069968,Mon Jul 14 05:41:13 +0000 2025,0,Menteri Wihaji keluarkan SE ajak para ayah antar anak di hari pertama sekolah. ASN boleh masuk kantor siang maksimal pukul 12.00. https://t.co/n6Kb7wCeNM,1944633258425069968,,,in,0,0,0,https://x.com/x/status/1944633258425069968,1404018642
1944630718954643618,Mon Jul 14 05:31:07 +0000 2025,1,BKKBN Ajak Ayah Antar Anak Sekolah: Tekan Efek Fatherless https://t.co/7oT9GLzspO,1944630718954643618,,,in,0,0,1,https://x.com/x/status/1944630718954643618,1582972008479920129
1944616092468686917,Mon Jul 14 04:33:00 +0000 2025,0,Para orang tua siswa baru di SDN Manggarai 01 Pagi Jakarta Selatan ramai-ramai mengantarkan anaknya ke sekolah. Mereka terlihat antusias mengantarkan anaknya. Tak hanya para ibu terlihat juga para ayah sangat antusias antar sang anak sekolah. https://t.co/SOprEyQ0zg,1944616092468686917,https://pbs.twimg.com/amplify_video_thumb/1944611086915039232/img/3hO9o_KS8xvkqXSo.jpg,,in,0,0,0,https://x.com/x/status/1944616092468686917,598959076
1944613635512480050,Mon Jul 14 04:23:14 +0000 2025,0,Video: Melihat Antusiasme Ayah saat Antar Anak di Hari Pertama Sekolah https://t.co/QL303FuNpU,1944613635512480050,,,in,0,0,0,https://x.com/x/status/1944613635512480050,1668188086067683331
1944607787453186418,Mon Jul 14 04:00:00 +0000 2025,6,Libur panjang telah berlalu kini saatnya kembali ke sekolah dan menimba ilmu. Berikut momen manis paara ayah antar anak di hari pertama sekolah. &gt;&gt; https://t.co/fhOdi25SsX https://t.co/JGuz8U5Gym,1944607787453186418,https://pbs.twimg.com/amplify_video_thumb/1944598657954975744/img/ZLCSvfrAtUVt8mE-.jpg,,in,0,1,3,https://x.com/x/status/1944607787453186418,69183155
1944605230886211595,Mon Jul 14 03:49:50 +0000 2025,1, Meyakini bahwa hari-hari sekolah anak itu menjadi tanggung jawab besar ayah sampai anaknya itu bisa hidup pada masanya. Bukan hidup pada masa ayahnya tapi masanya nanti katanya. ~LL #HariPertamaSekolah https://t.co/ry0pJuerV0,1944605230886211595,,,in,0,0,0,https://x.com/x/status/1944605230886211595,23343960
1944604410799108402,Mon Jul 14 03:46:35 +0000 2025,12,Bukan sekadar antar... Tapi jadi saksi awal perjalanan anak menuju mimpi-mimpinya. Pelukan ayah di hari pertama sekolah https://t.co/HQTGzTcUHI,1944604410799108402,https://pbs.twimg.com/amplify_video_thumb/1944603989732958208/img/CRz3gvb9xEtchO11.jpg,,in,2,1,2,https://x.com/x/status/1944604410799108402,1604860300573802497
1944603555673092440,Mon Jul 14 03:43:11 +0000 2025,0,Video: Melihat Antusiasme Ayah saat Antar Anak di Hari Pertama Sekolah https://t.co/FZ9ue4Lds2,1944603555673092440,,,in,0,0,0,https://x.com/x/status/1944603555673092440,598959076
1944603541169201310,Mon Jul 14 03:43:07 +0000 2025,0,Video: Momen Manis Para Ayah Antar Anak di Hari Pertama Sekolah https://t.co/WPUPMt81WP,1944603541169201310,,,in,0,0,0,https://x.com/x/status/1944603541169201310,1668188086067683331
1944599357983952981,Mon Jul 14 03:26:30 +0000 2025,0,Gerakan Ayah Teladan Indonesia (GATI) Bupati Merangin H M Syukur antar anak ke sekolah. #kominfo #merangin #jambi https://t.co/1Z1VQ0Xm2N,1944599357983952981,https://pbs.twimg.com/ext_tw_video_thumb/1944599279668269056/pu/img/TJ96krkQyA1ZCg-L.jpg,,in,0,2,0,https://x.com/x/status/1944599357983952981,1216916262208409600
1944589704223228092,Mon Jul 14 02:48:08 +0000 2025,0,Ini siapa yg ngide hari pertama harus ayah yg antar anak sekolah,1944589704223228092,,,in,0,0,0,https://x.com/x/status/1944589704223228092,1922965985428164608
1944586396808974492,Mon Jul 14 02:35:00 +0000 2025,9,Mendikdasmen Abdul Mu'ti imbau orang tua antar anak ke sekolah pada hari pertama. Gerakan Ayah Mengantar Anak juga diluncurkan Kemendukbangga sebagai bentuk dukungan emosional untuk anak. Sudah antar anak hari ini? Via @detik_edu https://t.co/QEoORUsYr6,1944586396808974492,,,in,0,6,3,https://x.com/x/status/1944586396808974492,69183155
1944584812020605171,Mon Jul 14 02:28:42 +0000 2025,0,Terbit SE Mendukbangga No.7/2025 Menteri Wihaji Ajak Para Ayah Antar Anak di Hari Pertama Sekolah https://t.co/5bVpODRfWm,1944584812020605171,,,in,0,0,0,https://x.com/x/status/1944584812020605171,1382141528
1944569220286845285,Mon Jul 14 01:26:45 +0000 2025,4,Selamat hari pertama sekolah hari ini banyak Ayah antar anak sekolah mengikuti himbauan Bu bupati .. G terasa juga Hanif masuk tahun kedua sekolah #harisenin #backtoschool #sekolah,1944569220286845285,,,in,0,0,0,https://x.com/x/status/1944569220286845285,1636703188731703297
1944568216623419771,Mon Jul 14 01:22:45 +0000 2025,42,Gerakan Ayah Mengantar Anak di Hari Pertama Sekolah resmi dimulai hari ini oleh Kemendukbangga/BKKBN untuk memperkuat peran ayah dalam pengasuhan anak. Hayo sudah antar anak belum hari ini? Via @detik_edu https://t.co/TY1asB7LkD,1944568216623419771,,,in,20,18,18,https://x.com/x/status/1944568216623419771,69183155
1944567648261713949,Mon Jul 14 01:20:30 +0000 2025,2,Peran ayah yang makin dibutuhkan dalam keluarga https://t.co/cWWxmNFCZP,1944567648261713949,,,in,0,4,0,https://x.com/x/status/1944567648261713949,1746447440495116288
1944563182552662434,Mon Jul 14 01:02:45 +0000 2025,0,Resmi! Pemerintah Terbitkan Aturan Ayah Antar Anak ke Sekolah Mulai Hari Ini 14 Juli https://t.co/lSw7z5OO90,1944563182552662434,,,in,1,0,0,https://x.com/x/status/1944563182552662434,1668188086067683331
1944538012949327891,Sun Jul 13 23:33:46 +0000 2025,0,@jogja_base Replikasi Ayah yang antar hari pertama sekolah ide gub anies ngasi dispensasi jam kerja asn dki dulu nganterin anak di hari pertama masuk sekolah memang brilian https://t.co/xewtSbTgbb,1944540786839937066,https://pbs.twimg.com/media/GvxlcnmaQAA-_tp.jpg,jogja_base,in,0,1,0,https://x.com/x/status/1944540786839937066,1603540919474458624
1944535909304799632,Sun Jul 13 23:14:23 +0000 2025,0,sempet baca ada gerakan ayah antar anak di hari pertama sekolah. btw dr dulu urusan sekolah gue yg urus bokap gue.. pendaftaran anterin di hari pertama ambil raport hadir pertemuan ortu pokoknya urusan sekolah. malah gue brtnya2 kpn emak gue yg maju ya? knp engga pernah ,1944535909304799632,,,in,0,0,0,https://x.com/x/status/1944535909304799632,269154579
1944422598965878987,Sun Jul 13 15:44:07 +0000 2025,0,Menteri Wihaji Terbitkan Surat Edaran Para Ayah Diajak Antar Anak di Hari Pertama Sekolah https://t.co/Fzg3uthdin,1944422598965878987,,,in,0,0,0,https://x.com/x/status/1944422598965878987,788744100
1944393579180208171,Sun Jul 13 13:48:49 +0000 2025,0,edaran pemerintah besok para ayah yg disuruh antar anak sekolah dan didokumentasikan ,1944393579180208171,,,in,0,0,0,https://x.com/x/status/1944393579180208171,1598512113827614721
1944357080431026588,Sun Jul 13 11:23:47 +0000 2025,0,BKKBN Lampung Ajak Ayah Antar Anak di Hari Pertama Sekolah Minggu (13/7/2025) Baca Selengkapnya di: https://t.co/6xiMll9FZz,1944357080431026588,,,in,0,0,0,https://x.com/x/status/1944357080431026588,363940365
1944356585439965693,Sun Jul 13 11:21:49 +0000 2025,1,BKKBN Lampung Ajak Ayah Antar Anak di Hari Pertama Sekolah https://t.co/QhMdKnaWyP,1944356585439965693,,,in,0,0,0,https://x.com/x/status/1944356585439965693,759692754985242625
1944339310607843655,Sun Jul 13 10:13:10 +0000 2025,0,Para ayah diimbau antar anak di hari pertama sekolah https://t.co/OVWHM8lcAx,1944339310607843655,,,in,0,0,0,https://x.com/x/status/1944339310607843655,1421026934
1944308093711790309,Sun Jul 13 08:09:07 +0000 2025,0,Pemkab Tanah Bumbu Ajak Ayah Antar Anak di Hari Pertama Sekolah Dukung Gerakan Ayah Teladan Indonesia https://t.co/3WogFQQFGC,1944308093711790309,,,in,0,0,0,https://x.com/x/status/1944308093711790309,1700208052811739138
